"TRANSCRIPT","MOCHIS","VARIANCE_RATIO","TISSUE"
"ENSMUSG00000030057",3.59863002868629e-08,12.2227094693206,"aorta"
"ENSMUSG00000090862",2.30845889176916e-06,37.1604494681091,"aorta"
"ENSMUSG00000041841",0.0252542524756665,7.57764161006778,"aorta"
"ENSMUSG00000018593",0.000296127897090654,10.1008592687253,"aorta"
"ENSMUSG00000060802",0.000268504496912033,20.6634569970631,"aorta"
"ENSMUSG00000060743",1.74810053682252e-05,26.4994430798031,"aorta"
"ENSMUSG00000044533",2.03653494022522e-05,9.75942984310073,"aorta"
"ENSMUSG00000061787",0.0241097503307282,15.6454736038681,"aorta"
"ENSMUSG00000073411",0.000545772928331082,15.9166266701209,"aorta"
"ENSMUSG00000062328",0.0111788449339628,49.4404436271159,"aorta"
"ENSMUSG00000007815",1.63667012931318e-10,14.9684659924267,"aorta"
"ENSMUSG00000017404",0.0109560117506663,15.835612612556,"aorta"
"ENSMUSG00000004207",4.00608690476367e-07,2.05328109118629,"aorta"
"ENSMUSG00000021939",2.73105136754858e-13,30.6141829187228,"aorta"
"ENSMUSG00000003970",0.00648406105103977,31.818600539356,"aorta"
"ENSMUSG00000020585",5.49864517276044e-07,31.9674826645665,"aorta"
"ENSMUSG00000035530",0.00864815172258138,37.9768835479271,"aorta"
"ENSMUSG00000022285",1.44742427842352e-08,18.7775526231331,"aorta"
"ENSMUSG00000025794",0.00249384481335428,22.0048667866551,"aorta"
"ENSMUSG00000021025",0.00434486696137703,50.8346616020957,"aorta"
"ENSMUSG00000058546",0.00822594495811381,29.166255965239,"aorta"
"ENSMUSG00000049775",2.82869194000632e-06,10.550451894969,"aorta"
"ENSMUSG00000008348",0.00196194054518351,7.52031245902882,"aorta"
"ENSMUSG00000032399",0.000622049371967749,40.8069359330145,"aorta"
"ENSMUSG00000037706",7.47427714010757e-13,57.0674391666428,"aorta"
"ENSMUSG00000045128",0.00042676540258651,15.0664070904378,"aorta"
"ENSMUSG00000030432",0.00174028882058527,19.5480600872938,"aorta"
"ENSMUSG00000074129",0.0040852486902265,154.596045267597,"aorta"
"ENSMUSG00000056201",0.000222226928130345,210.196466690047,"aorta"
"ENSMUSG00000020372",2.03760867610042e-06,90.8547926150975,"aorta"
"ENSMUSG00000024190",0.0152231371164453,59.8761600258721,"aorta"
"ENSMUSG00000027523",1.30340607113942e-08,34.0134755695239,"aorta"
"ENSMUSG00000018293",0.0237034188985633,39.6610170890249,"aorta"
"ENSMUSG00000058558",1.9282371896958e-07,58.9992292099731,"aorta"
"ENSMUSG00000047215",0.0013939085134068,28.7347830067883,"aorta"
"ENSMUSG00000016559",0.00190215380888479,114.54392708694,"aorta"
"ENSMUSG00000034994",2.33159607262083e-08,21.1930444277269,"aorta"
"ENSMUSG00000071415",0.00159014908927836,20.1761716180872,"aorta"
"ENSMUSG00000012848",0.0206143583413514,32.3681739842934,"aorta"
"ENSMUSG00000063457",0.00370205801390671,10.6114984728795,"aorta"
"ENSMUSG00000019505",0.0231906228763228,44.4526171265785,"aorta"
"ENSMUSG00000090841",0.000566066857085119,23.5911244376334,"aorta"
"ENSMUSG00000061477",0.00222980528198704,56.2483423858005,"aorta"
"ENSMUSG00000031320",0.000682037361455861,29.7396481863896,"aorta"
"ENSMUSG00000067274",0.00341751479467349,57.1121303151266,"aorta"
